Changing files of Problem #1
Finished
Changing files of Problem #01
filename: 01_emVjOWx.inp, cur_input : 01_emVjOWx.inp, cur_output : 01_yIEegTg.out
filename: 02_sV4PpWw.inp, cur_input : 09_82UNupJ.inp, cur_output : 09_PWNNCKB.out
filename: 02_sV4PpWw.inp, cur_input : 10_QGq8t8C.inp, cur_output : 10_bTXB6mo.out
filename: 02_sV4PpWw.inp, cur_input : 11_CxYCjCR.inp, cur_output : 11_D4326by.out
filename: 02_sV4PpWw.inp, cur_input : 12_BrfC0Uv.inp, cur_output : 12_yJh3Gow.out
filename: 02_18zlhEw.out, cur_input : 01_7h1gi4P.inp, cur_output : 01_bs589Xr.out
filename: 02_18zlhEw.out, cur_input : 02_XtNyrL6.inp, cur_output : 02_18zlhEw.out
remove : /opt/vespa/data/ds2022/assignment/01/eval/02_18zlhEw.out, changed : 02.out
filename: 02_18zlhEw.out, cur_input : 03_vI6nKFS.inp, cur_output : 03_dE40QlZ.out
filename: 02_18zlhEw.out, cur_input : 04_tgZzqat.inp, cur_output : 04_4baAFUQ.out
filename: 02_18zlhEw.out, cur_input : 05_ncpRebZ.inp, cur_output : 05_wwAgi6b.out
filename: 02_18zlhEw.out, cur_input : 06_ncnliHT.inp, cur_output : 06_mCj9kzz.out
filename: 02_18zlhEw.out, cur_input : 07_uCQ5jq2.inp, cur_output : 07_hTeRL5R.out
filename: 02_18zlhEw.out, cur_input : 08_PxEgx6X.inp, cur_output : 08_8lRKoIn.out
filename: 02_18zlhEw.out, cur_input : 09_82UNupJ.inp, cur_output : 09_PWNNCKB.out
filename: 02_18zlhEw.out, cur_input : 10_QGq8t8C.inp, cur_output : 10_bTXB6mo.out
filename: 02_18zlhEw.out, cur_input : 11_CxYCjCR.inp, cur_output : 11_D4326by.out
filename: 02_18zlhEw.out, cur_input : 12_BrfC0Uv.inp, cur_output : 12_yJh3Gow.out
filename: 03_vI6nKFS.inp, cur_input : 01_7h1gi4P.inp, cur_output : 01_bs589Xr.out
filename: 03_vI6nKFS.inp, cur_input : 02_XtNyrL6.inp, cur_output : 02_mF9J7VM.out
filename: 03_vI6nKFS.inp, cur_input : 03_vI6nKFS.inp, cur_output : 03_dE40QlZ.out
remove : /opt/vespa/data/ds2022/assignment/01/eval/03_vI6nKFS.inp, changed : 03.inp
filename: 03_vI6nKFS.inp, cur_input : 04_tgZzqat.inp, cur_output : 04_4baAFUQ.out
filename: 03_vI6nKFS.inp, cur_input : 05_ncpRebZ.inp, cur_output : 05_wwAgi6b.out
filename: 03_vI6nKFS.inp, cur_input : 06_ncnliHT.inp, cur_output : 06_mCj9kzz.out
filename: 03_vI6nKFS.inp, cur_input : 07_uCQ5jq2.inp, cur_output : 07_hTeRL5R.out
filename: 03_vI6nKFS.inp, cur_input : 08_PxEgx6X.inp, cur_output : 08_8lRKoIn.out
filename: 03_vI6nKFS.inp, cur_input : 09_82UNupJ.inp, cur_output : 09_PWNNCKB.out
filename: 03_vI6nKFS.inp, cur_input : 10_QGq8t8C.inp, cur_output : 10_bTXB6mo.out
filename: 03_vI6nKFS.inp, cur_input : 11_CxYCjCR.inp, cur_output : 11_D4326by.out
filename: 03_vI6nKFS.inp, cur_input : 12_BrfC0Uv.inp, cur_output : 12_yJh3Gow.out
filename: 03_dE40QlZ.out, cur_input : 01_7h1gi4P.inp, cur_output : 01_bs589Xr.out
filename: 03_dE40QlZ.out, cur_input : 02_XtNyrL6.inp, cur_output : 02_mF9J7VM.out
filename: 03_dE40QlZ.out, cur_input : 03_FywI4eS.inp, cur_output : 03_dE40QlZ.out
remove : /opt/vespa/data/ds2022/assignment/01/eval/03_dE40QlZ.out, changed : 03.out
filename: 03_dE40QlZ.out, cur_input : 04_tgZzqat.inp, cur_output : 04_4baAFUQ.out
filename: 03_dE40QlZ.out, cur_input : 05_ncpRebZ.inp, cur_output : 05_wwAgi6b.out
filename: 03_dE40QlZ.out, cur_input : 06_ncnliHT.inp, cur_output : 06_mCj9kzz.out
filename: 03_dE40QlZ.out, cur_input : 07_uCQ5jq2.inp, cur_output : 07_hTeRL5R.out
filename: 03_dE40QlZ.out, cur_input : 08_PxEgx6X.inp, cur_output : 08_8lRKoIn.out
filename: 03_dE40QlZ.out, cur_input : 09_82UNupJ.inp, cur_output : 09_PWNNCKB.out
filename: 03_dE40QlZ.out, cur_input : 10_QGq8t8C.inp, cur_output : 10_bTXB6mo.out
filename: 03_dE40QlZ.out, cur_input : 11_CxYCjCR.inp, cur_output : 11_D4326by.out
filename: 03_dE40QlZ.out, cur_input : 12_BrfC0Uv.inp, cur_output : 12_yJh3Gow.out
filename: 04_tgZzqat.inp, cur_input : 01_7h1gi4P.inp, cur_output : 01_bs589Xr.out
filename: 04_tgZzqat.inp, cur_input : 02_XtNyrL6.inp, cur_output : 02_mF9J7VM.out
filename: 04_tgZzqat.inp, cur_input : 03_FywI4eS.inp, cur_output : 03_aheVYvs.out
filename: 04_tgZzqat.inp, cur_input : 04_tgZzqat.inp, cur_output : 04_4baAFUQ.out
remove : /opt/vespa/data/ds2022/assignment/01/eval/04_tgZzqat.inp, changed : 04.inp
filename: 04_tgZzqat.inp, cur_input : 05_ncpRebZ.inp, cur_output : 05_wwAgi6b.out
filename: 04_tgZzqat.inp, cur_input : 06_ncnliHT.inp, cur_output : 06_mCj9kzz.out
filename: 04_tgZzqat.inp, cur_input : 07_uCQ5jq2.inp, cur_output : 07_hTeRL5R.out
filename: 04_tgZzqat.inp, cur_input : 08_PxEgx6X.inp, cur_output : 08_8lRKoIn.out
filename: 04_tgZzqat.inp, cur_input : 09_82UNupJ.inp, cur_output : 09_PWNNCKB.out
filename: 04_tgZzqat.inp, cur_input : 10_QGq8t8C.inp, cur_output : 10_bTXB6mo.out
filename: 04_tgZzqat.inp, cur_input : 11_CxYCjCR.inp, cur_output : 11_D4326by.out
filename: 04_tgZzqat.inp, cur_input : 12_BrfC0Uv.inp, cur_output : 12_yJh3Gow.out
filename: 04_4baAFUQ.out, cur_input : 01_7h1gi4P.inp, cur_output : 01_bs589Xr.out
filename: 04_4baAFUQ.out, cur_input : 02_XtNyrL6.inp, cur_output : 02_mF9J7VM.out
filename: 04_4baAFUQ.out, cur_input : 03_FywI4eS.inp, cur_output : 03_aheVYvs.out
filename: 04_4baAFUQ.out, cur_input : 04_1dHirlh.inp, cur_output : 04_4baAFUQ.out
remove : /opt/vespa/data/ds2022/assignment/01/eval/04_4baAFUQ.out, changed : 04.out
filename: 04_4baAFUQ.out, cur_input : 05_ncpRebZ.inp, cur_output : 05_wwAgi6b.out
filename: 04_4baAFUQ.out, cur_input : 06_ncnliHT.inp, cur_output : 06_mCj9kzz.out
filename: 04_4baAFUQ.out, cur_input : 07_uCQ5jq2.inp, cur_output : 07_hTeRL5R.out
filename: 04_4baAFUQ.out, cur_input : 08_PxEgx6X.inp, cur_output : 08_8lRKoIn.out
filename: 04_4baAFUQ.out, cur_input : 09_82UNupJ.inp, cur_output : 09_PWNNCKB.out
filename: 04_4baAFUQ.out, cur_input : 10_QGq8t8C.inp, cur_output : 10_bTXB6mo.out
filename: 04_4baAFUQ.out, cur_input : 11_CxYCjCR.inp, cur_output : 11_D4326by.out
filename: 04_4baAFUQ.out, cur_input : 12_BrfC0Uv.inp, cur_output : 12_yJh3Gow.out
filename: 05_ncpRebZ.inp, cur_input : 01_7h1gi4P.inp, cur_output : 01_bs589Xr.out
filename: 05_ncpRebZ.inp, cur_input : 02_XtNyrL6.inp, cur_output : 02_mF9J7VM.out
filename: 05_ncpRebZ.inp, cur_input : 03_FywI4eS.inp, cur_output : 03_aheVYvs.out
filename: 05_ncpRebZ.inp, cur_input : 04_1dHirlh.inp, cur_output : 04_PL7Uqjo.out
filename: 05_ncpRebZ.inp, cur_input : 05_ncpRebZ.inp, cur_output : 05_wwAgi6b.out
remove : /opt/vespa/data/ds2022/assignment/01/eval/05_ncpRebZ.inp, changed : 05.inp
filename: 05_ncpRebZ.inp, cur_input : 06_ncnliHT.inp, cur_output : 06_mCj9kzz.out
filename: 05_ncpRebZ.inp, cur_input : 07_uCQ5jq2.inp, cur_output : 07_hTeRL5R.out
filename: 05_ncpRebZ.inp, cur_input : 08_PxEgx6X.inp, cur_output : 08_8lRKoIn.out
filename: 05_ncpRebZ.inp, cur_input : 09_82UNupJ.inp, cur_output : 09_PWNNCKB.out
filename: 05_ncpRebZ.inp, cur_input : 10_QGq8t8C.inp, cur_output : 10_bTXB6mo.out
filename: 05_ncpRebZ.inp, cur_input : 11_CxYCjCR.inp, cur_output : 11_D4326by.out
filename: 05_ncpRebZ.inp, cur_input : 12_BrfC0Uv.inp, cur_output : 12_yJh3Gow.out
filename: 05_wwAgi6b.out, cur_input : 01_7h1gi4P.inp, cur_output : 01_bs589Xr.out
filename: 05_wwAgi6b.out, cur_input : 02_XtNyrL6.inp, cur_output : 02_mF9J7VM.out
filename: 05_wwAgi6b.out, cur_input : 03_FywI4eS.inp, cur_output : 03_aheVYvs.out
filename: 05_wwAgi6b.out, cur_input : 04_1dHirlh.inp, cur_output : 04_PL7Uqjo.out
filename: 05_wwAgi6b.out, cur_input : 05_U8mIPiT.inp, cur_output : 05_wwAgi6b.out
remove : /opt/vespa/data/ds2022/assignment/01/eval/05_wwAgi6b.out, changed : 05.out
filename: 05_wwAgi6b.out, cur_input : 06_ncnliHT.inp, cur_output : 06_mCj9kzz.out
filename: 05_wwAgi6b.out, cur_input : 07_uCQ5jq2.inp, cur_output : 07_hTeRL5R.out
filename: 05_wwAgi6b.out, cur_input : 08_PxEgx6X.inp, cur_output : 08_8lRKoIn.out
filename: 05_wwAgi6b.out, cur_input : 09_82UNupJ.inp, cur_output : 09_PWNNCKB.out
filename: 05_wwAgi6b.out, cur_input : 10_QGq8t8C.inp, cur_output : 10_bTXB6mo.out
filename: 05_wwAgi6b.out, cur_input : 11_CxYCjCR.inp, cur_output : 11_D4326by.out
filename: 05_wwAgi6b.out, cur_input : 12_BrfC0Uv.inp, cur_output : 12_yJh3Gow.out
filename: 06_ncnliHT.inp, cur_input : 01_7h1gi4P.inp, cur_output : 01_bs589Xr.out
filename: 06_ncnliHT.inp, cur_input : 02_XtNyrL6.inp, cur_output : 02_mF9J7VM.out
filename: 06_ncnliHT.inp, cur_input : 03_FywI4eS.inp, cur_output : 03_aheVYvs.out
filename: 06_ncnliHT.inp, cur_input : 04_1dHirlh.inp, cur_output : 04_PL7Uqjo.out
filename: 06_ncnliHT.inp, cur_input : 05_U8mIPiT.inp, cur_output : 05_Xq6qn9l.out
filename: 06_ncnliHT.inp, cur_input : 06_ncnliHT.inp, cur_output : 06_mCj9kzz.out
remove : /opt/vespa/data/ds2022/assignment/01/eval/06_ncnliHT.inp, changed : 06.inp
filename: 06_ncnliHT.inp, cur_input : 07_uCQ5jq2.inp, cur_output : 07_hTeRL5R.out
filename: 06_ncnliHT.inp, cur_input : 08_PxEgx6X.inp, cur_output : 08_8lRKoIn.out
filename: 06_ncnliHT.inp, cur_input : 09_82UNupJ.inp, cur_output : 09_PWNNCKB.out
filename: 06_ncnliHT.inp, cur_input : 10_QGq8t8C.inp, cur_output : 10_bTXB6mo.out
filename: 06_ncnliHT.inp, cur_input : 11_CxYCjCR.inp, cur_output : 11_D4326by.out
filename: 06_ncnliHT.inp, cur_input : 12_BrfC0Uv.inp, cur_output : 12_yJh3Gow.out
filename: 06_mCj9kzz.out, cur_input : 01_7h1gi4P.inp, cur_output : 01_bs589Xr.out
filename: 06_mCj9kzz.out, cur_input : 02_XtNyrL6.inp, cur_output : 02_mF9J7VM.out
filename: 06_mCj9kzz.out, cur_input : 03_FywI4eS.inp, cur_output : 03_aheVYvs.out
filename: 06_mCj9kzz.out, cur_input : 04_1dHirlh.inp, cur_output : 04_PL7Uqjo.out
filename: 06_mCj9kzz.out, cur_input : 05_U8mIPiT.inp, cur_output : 05_Xq6qn9l.out
filename: 06_mCj9kzz.out, cur_input : 06_Lwwi3XX.inp, cur_output : 06_mCj9kzz.out
remove : /opt/vespa/data/ds2022/assignment/01/eval/06_mCj9kzz.out, changed : 06.out
filename: 06_mCj9kzz.out, cur_input : 07_uCQ5jq2.inp, cur_output : 07_hTeRL5R.out
filename: 06_mCj9kzz.out, cur_input : 08_PxEgx6X.inp, cur_output : 08_8lRKoIn.out
filename: 06_mCj9kzz.out, cur_input : 09_82UNupJ.inp, cur_output : 09_PWNNCKB.out
filename: 06_mCj9kzz.out, cur_input : 10_QGq8t8C.inp, cur_output : 10_bTXB6mo.out
filename: 06_mCj9kzz.out, cur_input : 11_CxYCjCR.inp, cur_output : 11_D4326by.out
filename: 06_mCj9kzz.out, cur_input : 12_BrfC0Uv.inp, cur_output : 12_yJh3Gow.out
filename: 07_uCQ5jq2.inp, cur_input : 01_7h1gi4P.inp, cur_output : 01_bs589Xr.out
filename: 07_uCQ5jq2.inp, cur_input : 02_XtNyrL6.inp, cur_output : 02_mF9J7VM.out
filename: 07_uCQ5jq2.inp, cur_input : 03_FywI4eS.inp, cur_output : 03_aheVYvs.out
filename: 07_uCQ5jq2.inp, cur_input : 04_1dHirlh.inp, cur_output : 04_PL7Uqjo.out
filename: 07_uCQ5jq2.inp, cur_input : 05_U8mIPiT.inp, cur_output : 05_Xq6qn9l.out
filename: 07_uCQ5jq2.inp, cur_input : 06_Lwwi3XX.inp, cur_output : 06_bW4jNkG.out
filename: 07_uCQ5jq2.inp, cur_input : 07_uCQ5jq2.inp, cur_output : 07_hTeRL5R.out
remove : /opt/vespa/data/ds2022/assignment/01/eval/07_uCQ5jq2.inp, changed : 07.inp
filename: 07_uCQ5jq2.inp, cur_input : 08_PxEgx6X.inp, cur_output : 08_8lRKoIn.out
filename: 07_uCQ5jq2.inp, cur_input : 09_82UNupJ.inp, cur_output : 09_PWNNCKB.out
filename: 07_uCQ5jq2.inp, cur_input : 10_QGq8t8C.inp, cur_output : 10_bTXB6mo.out
filename: 07_uCQ5jq2.inp, cur_input : 11_CxYCjCR.inp, cur_output : 11_D4326by.out
filename: 07_uCQ5jq2.inp, cur_input : 12_BrfC0Uv.inp, cur_output : 12_yJh3Gow.out
filename: 07_hTeRL5R.out, cur_input : 01_7h1gi4P.inp, cur_output : 01_bs589Xr.out
filename: 07_hTeRL5R.out, cur_input : 02_XtNyrL6.inp, cur_output : 02_mF9J7VM.out
filename: 07_hTeRL5R.out, cur_input : 03_FywI4eS.inp, cur_output : 03_aheVYvs.out
filename: 07_hTeRL5R.out, cur_input : 04_1dHirlh.inp, cur_output : 04_PL7Uqjo.out
filename: 07_hTeRL5R.out, cur_input : 05_U8mIPiT.inp, cur_output : 05_Xq6qn9l.out
filename: 07_hTeRL5R.out, cur_input : 06_Lwwi3XX.inp, cur_output : 06_bW4jNkG.out
filename: 07_hTeRL5R.out, cur_input : 07_7QauWhc.inp, cur_output : 07_hTeRL5R.out
remove : /opt/vespa/data/ds2022/assignment/01/eval/07_hTeRL5R.out, changed : 07.out
filename: 07_hTeRL5R.out, cur_input : 08_PxEgx6X.inp, cur_output : 08_8lRKoIn.out
filename: 07_hTeRL5R.out, cur_input : 09_82UNupJ.inp, cur_output : 09_PWNNCKB.out
filename: 07_hTeRL5R.out, cur_input : 10_QGq8t8C.inp, cur_output : 10_bTXB6mo.out
filename: 07_hTeRL5R.out, cur_input : 11_CxYCjCR.inp, cur_output : 11_D4326by.out
filename: 07_hTeRL5R.out, cur_input : 12_BrfC0Uv.inp, cur_output : 12_yJh3Gow.out
filename: 08_PxEgx6X.inp, cur_input : 01_7h1gi4P.inp, cur_output : 01_bs589Xr.out
filename: 08_PxEgx6X.inp, cur_input : 02_XtNyrL6.inp, cur_output : 02_mF9J7VM.out
filename: 08_PxEgx6X.inp, cur_input : 03_FywI4eS.inp, cur_output : 03_aheVYvs.out
filename: 08_PxEgx6X.inp, cur_input : 04_1dHirlh.inp, cur_output : 04_PL7Uqjo.out
filename: 08_PxEgx6X.inp, cur_input : 05_U8mIPiT.inp, cur_output : 05_Xq6qn9l.out
filename: 08_PxEgx6X.inp, cur_input : 06_Lwwi3XX.inp, cur_output : 06_bW4jNkG.out
filename: 08_PxEgx6X.inp, cur_input : 07_7QauWhc.inp, cur_output : 07_cqv3afa.out
filename: 08_PxEgx6X.inp, cur_input : 08_PxEgx6X.inp, cur_output : 08_8lRKoIn.out
remove : /opt/vespa/data/ds2022/assignment/01/eval/08_PxEgx6X.inp, changed : 08.inp
filename: 08_PxEgx6X.inp, cur_input : 09_82UNupJ.inp, cur_output : 09_PWNNCKB.out
filename: 08_PxEgx6X.inp, cur_input : 10_QGq8t8C.inp, cur_output : 10_bTXB6mo.out
filename: 08_PxEgx6X.inp, cur_input : 11_CxYCjCR.inp, cur_output : 11_D4326by.out
filename: 08_PxEgx6X.inp, cur_input : 12_BrfC0Uv.inp, cur_output : 12_yJh3Gow.out
filename: 08_8lRKoIn.out, cur_input : 01_7h1gi4P.inp, cur_output : 01_bs589Xr.out
filename: 08_8lRKoIn.out, cur_input : 02_XtNyrL6.inp, cur_output : 02_mF9J7VM.out
filename: 08_8lRKoIn.out, cur_input : 03_FywI4eS.inp, cur_output : 03_aheVYvs.out
filename: 08_8lRKoIn.out, cur_input : 04_1dHirlh.inp, cur_output : 04_PL7Uqjo.out
filename: 08_8lRKoIn.out, cur_input : 05_U8mIPiT.inp, cur_output : 05_Xq6qn9l.out
filename: 08_8lRKoIn.out, cur_input : 06_Lwwi3XX.inp, cur_output : 06_bW4jNkG.out
filename: 08_8lRKoIn.out, cur_input : 07_7QauWhc.inp, cur_output : 07_cqv3afa.out
filename: 08_8lRKoIn.out, cur_input : 08_LXiXCaX.inp, cur_output : 08_8lRKoIn.out
remove : /opt/vespa/data/ds2022/assignment/01/eval/08_8lRKoIn.out, changed : 08.out
filename: 08_8lRKoIn.out, cur_input : 09_82UNupJ.inp, cur_output : 09_PWNNCKB.out
filename: 08_8lRKoIn.out, cur_input : 10_QGq8t8C.inp, cur_output : 10_bTXB6mo.out
filename: 08_8lRKoIn.out, cur_input : 11_CxYCjCR.inp, cur_output : 11_D4326by.out
filename: 08_8lRKoIn.out, cur_input : 12_BrfC0Uv.inp, cur_output : 12_yJh3Gow.out
filename: 09_82UNupJ.inp, cur_input : 01_7h1gi4P.inp, cur_output : 01_bs589Xr.out
filename: 09_82UNupJ.inp, cur_input : 02_XtNyrL6.inp, cur_output : 02_mF9J7VM.out
filename: 09_82UNupJ.inp, cur_input : 03_FywI4eS.inp, cur_output : 03_aheVYvs.out
filename: 09_82UNupJ.inp, cur_input : 04_1dHirlh.inp, cur_output : 04_PL7Uqjo.out
filename: 09_82UNupJ.inp, cur_input : 05_U8mIPiT.inp, cur_output : 05_Xq6qn9l.out
filename: 09_82UNupJ.inp, cur_input : 06_Lwwi3XX.inp, cur_output : 06_bW4jNkG.out
filename: 09_82UNupJ.inp, cur_input : 07_7QauWhc.inp, cur_output : 07_cqv3afa.out
filename: 09_82UNupJ.inp, cur_input : 08_LXiXCaX.inp, cur_output : 08_dOhs3nD.out
filename: 09_82UNupJ.inp, cur_input : 09_82UNupJ.inp, cur_output : 09_PWNNCKB.out
remove : /opt/vespa/data/ds2022/assignment/01/eval/09_82UNupJ.inp, changed : 09.inp
filename: 09_82UNupJ.inp, cur_input : 10_QGq8t8C.inp, cur_output : 10_bTXB6mo.out
filename: 09_82UNupJ.inp, cur_input : 11_CxYCjCR.inp, cur_output : 11_D4326by.out
filename: 09_82UNupJ.inp, cur_input : 12_BrfC0Uv.inp, cur_output : 12_yJh3Gow.out
filename: 09_PWNNCKB.out, cur_input : 01_7h1gi4P.inp, cur_output : 01_bs589Xr.out
filename: 09_PWNNCKB.out, cur_input : 02_XtNyrL6.inp, cur_output : 02_mF9J7VM.out
filename: 09_PWNNCKB.out, cur_input : 03_FywI4eS.inp, cur_output : 03_aheVYvs.out
filename: 09_PWNNCKB.out, cur_input : 04_1dHirlh.inp, cur_output : 04_PL7Uqjo.out
filename: 09_PWNNCKB.out, cur_input : 05_U8mIPiT.inp, cur_output : 05_Xq6qn9l.out
filename: 09_PWNNCKB.out, cur_input : 06_Lwwi3XX.inp, cur_output : 06_bW4jNkG.out
filename: 09_PWNNCKB.out, cur_input : 07_7QauWhc.inp, cur_output : 07_cqv3afa.out
filename: 09_PWNNCKB.out, cur_input : 08_LXiXCaX.inp, cur_output : 08_dOhs3nD.out
filename: 09_PWNNCKB.out, cur_input : 09_rdJRNic.inp, cur_output : 09_PWNNCKB.out
remove : /opt/vespa/data/ds2022/assignment/01/eval/09_PWNNCKB.out, changed : 09.out
filename: 09_PWNNCKB.out, cur_input : 10_QGq8t8C.inp, cur_output : 10_bTXB6mo.out
filename: 09_PWNNCKB.out, cur_input : 11_CxYCjCR.inp, cur_output : 11_D4326by.out
filename: 09_PWNNCKB.out, cur_input : 12_BrfC0Uv.inp, cur_output : 12_yJh3Gow.out
filename: 10_QGq8t8C.inp, cur_input : 01_7h1gi4P.inp, cur_output : 01_bs589Xr.out
filename: 10_QGq8t8C.inp, cur_input : 02_XtNyrL6.inp, cur_output : 02_mF9J7VM.out
filename: 10_QGq8t8C.inp, cur_input : 03_FywI4eS.inp, cur_output : 03_aheVYvs.out
filename: 10_QGq8t8C.inp, cur_input : 04_1dHirlh.inp, cur_output : 04_PL7Uqjo.out
filename: 10_QGq8t8C.inp, cur_input : 05_U8mIPiT.inp, cur_output : 05_Xq6qn9l.out
filename: 10_QGq8t8C.inp, cur_input : 06_Lwwi3XX.inp, cur_output : 06_bW4jNkG.out
filename: 10_QGq8t8C.inp, cur_input : 07_7QauWhc.inp, cur_output : 07_cqv3afa.out
filename: 10_QGq8t8C.inp, cur_input : 08_LXiXCaX.inp, cur_output : 08_dOhs3nD.out
filename: 10_QGq8t8C.inp, cur_input : 09_rdJRNic.inp, cur_output : 09_bdO1srV.out
filename: 10_QGq8t8C.inp, cur_input : 10_QGq8t8C.inp, cur_output : 10_bTXB6mo.out
remove : /opt/vespa/data/ds2022/assignment/01/eval/10_QGq8t8C.inp, changed : 10.inp
filename: 10_QGq8t8C.inp, cur_input : 11_CxYCjCR.inp, cur_output : 11_D4326by.out
filename: 10_QGq8t8C.inp, cur_input : 12_BrfC0Uv.inp, cur_output : 12_yJh3Gow.out
filename: 10_bTXB6mo.out, cur_input : 01_7h1gi4P.inp, cur_output : 01_bs589Xr.out
filename: 10_bTXB6mo.out, cur_input : 02_XtNyrL6.inp, cur_output : 02_mF9J7VM.out
filename: 10_bTXB6mo.out, cur_input : 03_FywI4eS.inp, cur_output : 03_aheVYvs.out
filename: 10_bTXB6mo.out, cur_input : 04_1dHirlh.inp, cur_output : 04_PL7Uqjo.out
filename: 10_bTXB6mo.out, cur_input : 05_U8mIPiT.inp, cur_output : 05_Xq6qn9l.out
filename: 10_bTXB6mo.out, cur_input : 06_Lwwi3XX.inp, cur_output : 06_bW4jNkG.out
